id;champion_name;association_to_offender;message_count;first_time;last_time;label;message;first_id;last_id;chatlog_id
7;Cho'Gath;ally;56;00:00:22;00:26:59;1;Who i feed? Who i feed? I have  --- ping i laag LAAG LAAAAAAAAG Np varus I save you varus and you double np :D cho good supp! but fuxking laagÃ¯Â¿Â½ mana b wait haha gj Lol fuckingg good combo :D loo team, cho is a  very good supp! i go full tank? gj kata nooo fail ult HAHAHAHAHAHAH sry varus xD i like it lol ASHE ULT gj Varus am I a good supp? i'm not bad! gj ll HAHAHAHA Fail! FAIL i'm small :'( FU gj Lol gj blue varus BLUE my pls --' VARUS Lol Gj FUCK PUSH OR I AFK my mother --' lol xDÃ¯Â¿Â½ --' happy? Varus and me good OMFG GAREN NOOOOOOOOOOOOOOOOOOOOOOOOOOB lol happy push  i afk 5 min LAG;7;7;10003
7;Garen;ally;105;00:00:47;00:49:01;1;no invade!! cho gath u lag not wat wat only 2 to blue wtf how haha let me kill omg fuck you srsly fucking you yes he only ks say you get the next kill and ks nice help lol udyr is a retard ss go out of mu lane om g ty niiice ss fuck you kata big fuckerr omg kata feed 7 deaths gg hahahahaha so feed u feed nida gj no ss she noob kata y ss 8* yes do that much better fuck kata assisting enemy team np varus kk i hate my mom so retardet can never play finish come here or i take the pc wtf wtf team this katarina feed nida 10 9 gg ahahah i feedx me 7 4 haha kk kk need back hahaha i noob ey feeders gj udyr fuck i love my build my farm ahaha the tower is save it is save ty motherfucekrr all go baron baro n wait for me omg gj back hehe wow i hate ashe omg varus stop farm thats my farm reproted full build!!! :D kata feeding 16 deaths g g loool this kata feeing 17 deaths reprot in feeding fuck you feed udyr pls report kata ty and you feed much reported and writed and?++ you feed more .. kata noob end ks noob;7;7;10003
7;Katarina;offender;81;00:01:07;00:49:02;1;WATH ? ? And ? AND SHUT UP stop and you use your flash gj let kill omg np ty udyr for come and kill surre ? ok i come kill you i lag fuck you lol fuck you nooob nida and fuck udyr for ks in gank yes ok noob plz report udyr for ks in gank fr ? nida ? ahaha 3  hp gj omg udyr no shut up i don't have feed nida shut up or leave fuck kkkkk nooob 4vs1 i leave ok i don't help team jungler have ks all my kill sry cho why fuck ? udyr help mid report garen omg report garen solo omg garen wtf OMG panta !! no just noob team omg omg fucking noob ulti ashe back garen and def mid plz come with team ok ? omg lux ap garen ty help this def garen gj gj we can win omg garen wtf ? 1vs1 nida ? luck =) gj ^gj fuck noob gjh varus good 5vs1 fuckkkkkkk come 1vs1 full life omg udyr omg nooob amumu report you ks kill yes gjh garen you go solo top and no help team 4vs5 look udyr lol ok def !!! omg noob udyr gg shut up;7;7;10003
7;Lux;enemy;12;00:13:50;00:48:16;1;big nooob u areafuck noobshut up ashe lux what nooob riven wat are u doing 03.Nov big noobs and very good supp andi stronger than u nice wait us fail;7;7;10003
7;Nidalee;enemy;54;00:00:32;00:49:01;1;you mean bot lane? mid or top?? me whait whait what -.- omg ty ty kata hah i wanna see that hah nice kill haha got you i'm a cat playing against kat yay blue buff hah what happen XD noonon you don't kill me whit out me killing you :D swe udyr ? and? lag WTF they split puch riven cepp going top :D ASHE STOP FEED :D YEAH HELL YEAH YES YES hah cho i like your style sry OMG LAG STUPID FUCKING LAG RIOT STOP LAGING ashe omg faster next time they got baron i'll def riven stay spawn yes shit all back they live all mid fast win duck riven you have high dmg soo puch top lane a hell mutch you can sister GG wp GG wp bg;7;7;10003
7;Riven;enemy;38;00:07:00;00:42:30;1;is not possible gank ? hard retard .............................................. you not say play jungle !! go play tetris amumu ok i go feed garen 0 gank noob .... reeport amumu plz omg amumu you dont say play jungle we loose fault amumu fuck i dont go noob jungle you speak ? look your farm for adc just surr garen lvl 12 me 8 ty amumu for 0 gank top nice ks lux ? nice ulti only ks xd focus me ched up me big retard fauld 0 gank top fauld jungle 0 gank garen 12 gank nice help ched up omg amumu 0 gank top gare have 12 gank is normal me retard !! garen* omg lag Oo omg ashe :( i dead for you ok;7;7;10003
7;Udyr;ally;38;00:00:28;00:49:00;1;invade ok? KATA -.- your runes 0armor 0magic resist garen Garen that was failed gj sry next time kata ? gj sry kata i helpp mid lol pls report kata for feed kata you are the noob you lost vs. nida np garen this is your kill chill gj np drake ok TEAM GG im so OP GG lol wtf shut Up kaza you suck so hard pls report my team i have 17 kills XD ok all def they have baron pls report kata for flame and feed gg;7;7;10003
7;Varus;ally;21;00:04:08;00:45:12;1;gj gj ty gj gj ty for help bot noob kata you feed seven death you feed ty garen fuk team noob i wont help you any more no more help you fed noob you push like noob, feed like pigs , learn to def before look the towe i destroy top and bot, right and left now mid what do you if we let them come why not let them come ??? they have baron , you have varus;7;7;10003
8;Lee Sin;enemy;8;00:02:11;00:28:47;0;ty seems to be warded ty damn i coudnt cast q why dindt you attak? you got so much range still just stand in bush yes, no wards from our sup;8;8;10004
8;Leona;enemy;16;00:21:16;00:35:45;1;"you could come and help 22 min 4 bot are you blind? no wards? ffs xerath you've not better score riven you cant even teamfight 1v5 really fen riven your score says that ""my team have only assists"" oh god riven you flame as girl in normal im relax about games it doesnt make me nervous";8;8;10004
8;Miss Fortune;ally;11;00:00:26;00:35:55;0;report teemo pls instalock troll? rly? we havent mid and top Err:511 for? because top useless bot own we play 3 vs5(i lux and noc bg;8;8;10004
8;Nocturne;ally;3;00:08:27;00:13:18;0;ss top yes Y;8;8;10004
8;Orianna;enemy;14;00:21:16;00:35:47;0;i died 2 times on bot and got 2 kills ahaha no and no reaction at all and u? i will report u for flame i play adc oriana if i didnt notice so? should i report u now? this guy just dont know;8;8;10004
8;Riven;ally;31;00:00:45;00:35:08;1;"lol hahahahha wtf that mf troll ^^ funny guy lol that skill this noc -.- gtfo junsgle seriously ? that ult noc gg wp this noc is so useless ^^ hahahhahahah for sure ^^ gj ^^ this noc ^^ riven useless = y for sure hahah ward nice :D LOL more items then riven useless ? HAHAHHAHAHAHA hahah that low elo play ... if u cant carry as riven if u are feed so hard hahhah i dont even got riven :D best joke euw HAHAH and that is a ""high elo player haha omg that low elo excuse ^^";8;8;10004
8;Riven;enemy;26;00:09:33;00:35:26;1;we have no bot me too i dont flame bot but they troll ok next time bro 1 hp you yeah report our troll bot and i report your troll you can see gj again pfff XDDDDDD report that epic noob player why you play at lol seriously go play tetris so fed you feed them look score and say who is useless riven we play 2vs5 i cant win 1vs5 sorry for that more than our bot lane my bot troll hard and feed like hell so... dont say you are good because you get carried by a feeded mf yers yes have our bot on your team and you'll say other thing;8;8;10004
8;Teemo;offender;14;00:00:50;00:33:45;0;not rly haha let them fmale no jungler we have no jungler true but the do 1 kill and my jugnel just flames luck more pls pls i know but can you report nocturne pls ? NOW YOU ARE YRE COMING BARON ATTACKED ME Ã¯Â¿Â½Ã¯Â¿Â½1 how much gold i give ? 50 gold ?;8;8;10004
8;Xerath;enemy;20;00:00:32;00:33:44;1;? ty Nice try gj lee nice dodge Why babysit ? 6 gank Riven so noob ? omg lee Noob omg lle noob i ping you nice feed mf bot go bot no mid noob y Y You ks Riven ?;8;8;10004
9;Akali;enemy;6;00:00:23;00:49:21;0;we are afk nice dat flash :D wp ^^ gg;9;9;10005
9;Darius;ally;3;00:00:31;00:25:53;0;premade too ^^ hooooo xD boooou;9;9;10005
9;Jax;enemy;6;00:00:33;00:49:22;0;fr ? cool ah xp :pd: GG WP;9;9;10005
9;Rengar;enemy;4;00:33:20;00:49:21;0;lol dsl xD gg;9;9;10005
9;Veigar;ally;7;00:00:28;00:49:16;0;"ok lvl ?? 19 :p ^^"" xD ok :p";9;9;10005
9;Warwick;offender;2;00:13:33;00:32:18;0;chance :p tg;9;9;10005
10;Anivia;enemy;4;00:05:26;00:19:40;0;take this wave rengar ill solo the blue rengar LOl gotq;10;10;10006
10;Blitzcrank;ally;16;00:10:16;00:19:43;0;no matter what you wont kill her second time i grabbed unter turret ofc was so? im not you are trying to trade them me for what? yeah for what? just explain your reasons she wasnt 1 hit when i pulled and you came whole lane just to feed them so;10;10;10006
10;Caitlyn;enemy;6;00:00:12;00:17:06;0;many mesos have uydr gj yes, :) UHEHUEHUE yalla gg ahi CAIT VS 5;10;10;10006
10;Elise;ally;1;00:03:55;00:03:55;0;trying to kill me;10;10;10006
10;Janna;enemy;21;00:00:44;00:19:51;0;i guess they might invade us outplayed. udyr no flash guys same bot lane. it was 2 obvious tbh but 2 greedy river warded vladiimir no ignite WORTH. my god vlad use both summs for kill me.. lol no assist why cait :( i hate u!! can we dragon? udyr top blitz afk? idd WORTH! :D 1 min dragon report that troll please. i will GG WP;10;10;10006
10;Jinx;ally;9;00:01:00;00:13:30;0;omw omg tornado :( vlad omg ye, and turret wasn't hitting her no it wasn't afk blitz is good blitz he is saying, he isn't, but his gameplay says it all;10;10;10006
10;Renekton;enemy;1;00:11:44;00:11:44;0;both flashed;10;10;10006
10;Udyr;offender;28;00:00:51;00:19:27;1;wut ty they do my red? kk wut was he doing coming round vlad lolz lol she wasnt getting hit though u grabbed her and it wasnt hitting her it was lol they had minoins it doesnt auto attack her when ther lol lol this vlad mid dunno hard to win peoples lanes for them if you'd waited you wouldnt have got killed like level 3 but you kept going in for CS and trading awfully just report vlad and blitz lol you're shit and you were like afk in lane and pulling cait to turret when jinx was 1 auto from dying seemed like a good ideA?;10;10;10006
10;Vladimir;ally;10;00:02:27;00:15:37;1;ward CANT DO SHIT ss ss care ff IDIOTS RUN FROM A 3v2?!?!? WTF?!?!? udyr you did shit;10;10;10006
11;Darius;enemy;4;00:07:51;00:37:05;0;y warded i ult.... ggwp;11;11;10007
11;Dr. Mundo;ally;41;00:01:25;00:37:33;1;yo wtf are u doing wake up zed it was kill me stop diving everything zed ffs i got double kill bot with it i have to b well we miss all team respond zed ??????????? only ww can bethere What trash who is the trash need to group come mid their nihib will respawn soon --- baon BARON COME just burst it go COME TO US just let them get inhibitor he is the one destroying our teamwork tho k we are still 2 barons up just group bot or top? k come then END end report zed biggest idiot Srsly;11;11;10007
11;Jinx;ally;10;00:04:51;00:32:46;0;sry ww ult and dead ty udyr -.- focus vayne not ww and thresh can we go as team? gg all mid pls now;11;11;10007
11;Nidalee;enemy;31;00:00:22;00:36:52;1;just build ad and gg armor* :D pots op no flash mid ty that luck so feed bot :S for can carry :S easy mid 1v2 and I won u hard funny get carryed that zed xD why stay? omg :S we lost game here in that suicide build armor oh my god that feed for real why udyr so feed? dont go in like a  crazy they are doing baron darius why? dont complain u ww why fu go in? and dont just def? omfg gg;11;11;10007
11;Taric;ally;52;00:01:26;00:37:30;0;wow zed if you don't let me use my targons you can solo this lane seriously jinx do you know how fucking annoying it is buying an item and not being able to use it if you don't want me giving you free gold then i may aswell sell this and get an ancient coin can you try csing a little better so you don't fall too far behind you getting a randuins mundo? you're right taric isn't hard rofl dragon in 1 min i mean 2 wow jinx that was wow the bush was next to you just break vision instead of flashing why are we letting them get free turrets? w.e taric does so much damage the fuck] i think i can 1v1 nidalee try again if you want help i can give you the answer vayne why is this so hard to win w.e zed wasn't the one who threw the game js no you do that by going in 2v5 it's like you want to throw why stay for so long we got an inhib so leave don't stay what are we going to gain from staying nothing i don't really care you're not playing perfect either really? so im doing nothing right useless barons it seems top gg;11;11;10007
11;Thresh;enemy;1;00:09:59;00:09:59;0;vayne how did you die?;11;11;10007
11;Udyr;ally;24;00:01:22;00:37:32;1;hahahahahhaa this puss darius that w and flash omfg dont take it im way better with it idd that zed ya he's op useless Darius we are baron we go baron and what u do noob ty for this zed riot ty zed never groups i am the one to carry this but cant without zed i didnt say that gg report zed please;11;11;10007
11;Vayne;enemy;7;00:13:00;00:36:54;1;fkin retard this trersh is like the most retarded guy on planet cya nerd say thx to this trash for carrying u tresh trash reporet tresh pls;11;11;10007
11;Warwick;enemy;28;00:06:33;00:37:12;0;dont die wait u got a spirit stone? red gank mid dont push gj coming around real haha oh cmon peeps we can still win real why are you top defend the inhib? like it matters why u chase oom im b just get some armor everyone hit your spears bro shouldnt have don that ur correct just defend GET BACK wtf why on earth are you still there that was bad but im not losing the game mid ggwp? u serious?;11;11;10007
11;Zed;offender;11;00:08:13;00:29:54;0;need blue gg idc with blue i could kill her 5 times not because of blue cya nerd i had blue 2 times ok easy easy easy he mean come baron;11;11;10007
12;Brand;ally;5;00:21:00;00:30:30;0;bot said yes lol we are lost jajaja jajajajajajajajaajja;12;12;10008
12;Ezreal;enemy;3;00:01:27;00:26:16;1;riot plz np Fag;12;12;10008
12;Hecarim;ally;3;00:11:00;00:19:33;0;ok what you 0 wrd;12;12;10008
12;Kennen;offender;15;00:10:55;00:30:59;1;gank bot pls focus ez god heca maybe tank men team what are u doing never surrender if u feed its your fault 02.Aug makina ? y? 2 reports;12;12;10008
12;Nami;enemy;1;00:30:57;00:30:57;0;gg wp guys;12;12;10008
12;Nautilus;ally;4;00:06:53;00:29:03;1;fuck u udyr no again? surrnder mo ther fuckers bot fuckin noobs goo 3 afks;12;12;10008
12;Orianna;enemy;7;00:09:11;00:21:48;0;re can i? cheers omg lol ez nvm soz;12;12;10008
12;Riven;enemy;2;00:06:41;00:09:59;0;and again ude?;12;12;10008
12;Thresh;ally;9;00:16:27;00:30:48;1;heca pls join faster heca pls react no xD you are lost l2p lag mental;12;12;10008
12;Udyr;enemy;2;00:01:11;00:30:56;1;give me smiteless pls :) GET CARRIED;12;12;10008
13;Fizz;enemy;3;00:26:31;00:30:37;0;dont ban fizz , play for surrender xDDDD blade the ruined kinkg for luscian usseles xD;13;13;10009
13;Gangplank;enemy;16;00:03:55;00:22:02;0;ok ok :) omg dat luck ok ty ok ok ok ok fizz ? 2vs1 omg fizzz;13;13;10009
13;Lucian;ally;43;00:00:18;00:30:49;1;no worries we just have more burst then stun There is no need for smiteless anymore. 40 cd smite Fizz will roam to us at level 6 taric I have bad mmr :p just chilling in preseason use relic taric gj guys sivir no flash relic allways use it when you have i it wp guys Cause we just came back in lane? Dont start please. Bad focus. Sivir just landing basics on us. Riven. Look at your items And tell me something more Stupid noob. Riven first item frozen mallet And say we suck Ah ah ah. Wanna play 1 vs 1 after this? Look at rivens items and say you are sorry for her? Riven first item frozen mallet? And she died a great job? 1 vs 1 Riven? Both with Riven Afraid noob? :) You were carried to silver Noob :) Says the one who walk alone into 5 people :D Best joke :D You are dead the same about of times like me The game is over so :) mdr? haha Riven runes into 5 alone. riven runs into 5 alone :);13;13;10009
13;Orianna;ally;36;00:00:40;00:42:34;1;pidgy no trinket same fizz 6 yep well thanks ss fizz no shark thanks ffs WOW WOW lucky gp #NAME? btw sivir 5 riven blue hepl W it was 3 for 2 and you made it 3 for 4 thanks guys wp gg wp yeah fm at riven xD fizz you didn't do anything you got carried but jungle and adc and sivir go to school not were nower days not even a single decent riven makes tbc what a horrible players ... what is mdr ?? usless mine 40 - 0 riven;13;13;10009
