id;champion_name;association_to_offender;message_count;first_time;last_time;label;message;first_id;last_id;chatlog_id
177;Thresh;enemy;1;00:17:42;00:17:42;0;LOL;177;177;10
178;Jinx;enemy;1;00:17:47;00:17:47;0;pz;178;178;10
179;Dr. Mundo;ally;1;00:18:07;00:18:07;0;haha;179;179;10
180;Lux;offender;1;00:18:13;00:18:13;0;tell me;180;180;10
181;Ziggs;enemy;1;00:18:14;00:18:14;0;boom shakalaka!!!;181;181;10
182;Lux;offender;1;00:18:14;00:18:14;0;why;182;182;10
183;Talon;enemy;1;00:18:20;00:18:20;0;oops;183;183;10
184;Rammus;enemy;1;00:18:22;00:18:22;0;wow;184;184;10
185;Lucian;ally;2;00:18:34;00:19:07;0;at least you have leona.she's good for you wtf are you doing god;185;186;10
187;Jinx;enemy;1;00:20:05;00:20:05;0;so mad;187;187;10
188;Thresh;enemy;1;00:20:10;00:20:10;0;jukerino;188;188;10
189;Renekton;ally;1;00:20:15;00:20:15;0;lets do some teamplay;189;189;10
190;Dr. Mundo;ally;1;00:20:24;00:20:24;0;yea we need to;190;190;10
191;Jinx;enemy;1;00:20:30;00:20:30;1;black guy no flash again;191;191;10
192;Lucian;ally;1;00:20:40;00:20:40;0;llets destroy turrets;192;192;10
193;Renekton;ally;1;00:21:47;00:21:47;0;YO;193;193;10
194;Lux;offender;1;00:21:55;00:21:55;0;bb;194;194;10
195;Dr. Mundo;ally;1;00:21:55;00:21:55;0;gg wp;195;195;10
196;Lucian;ally;1;00:21:58;00:21:58;0;talon is on me;196;196;10
197;Lux;offender;1;00:21:59;00:21:59;1;bot lane noob;197;197;10
198;Lucian;ally;1;00:22:06;00:22:06;0;leona carried np;198;198;10
199;Renekton;ally;1;00:22:06;00:22:06;0;just report them pls;199;199;10
200;Leona;ally;1;00:22:07;00:22:07;0;tss;200;200;10
201;Renekton;ally;1;00:22:10;00:22:10;0;they lost alone.;201;201;10
202;Lucian;ally;1;00:22:14;00:22:14;0;honor leona for carrying you;202;202;10
203;Renekton;ally;2;00:22:15;00:22:18;0;wasnt my loose isnt*;203;204;10
205;Jinx;enemy;2;00:22:51;00:22:54;0;zi ziggs? lol;205;206;10
207;Ziggs;enemy;1;00:23:00;00:23:00;1;fucking scumbags blocked the lantern;207;207;10
208;Rammus;enemy;1;00:23:05;00:23:05;0;y :D;208;208;10
209;Dr. Mundo;ally;2;00:23:22;00:23:24;0;g j;209;210;10
211;Jinx;enemy;1;00:23:25;00:23:25;0;wow;211;211;10
212;Rammus;enemy;1;00:23:27;00:23:27;0;ok, don't focus rene :D;212;212;10
213;Thresh;enemy;2;00:23:27;00:23:28;0;70 hp lol;213;214;10
215;Jinx;enemy;3;00:23:32;00:23:35;0;als k had geshopt was kill;215;217;10
218;Thresh;enemy;1;00:23:41;00:23:41;0;nub;218;218;10
219;Jinx;enemy;1;00:24:02;00:24:02;0;im not fed;219;219;10
220;Rammus;enemy;1;00:24:12;00:24:12;0;certainly not;220;220;10
221;Leona;ally;1;00:24:12;00:24:12;0;just hard focus jinx;221;221;10
222;Thresh;enemy;1;00:24:33;00:24:33;0;need jinx;222;222;10
223;Renekton;ally;1;00:25:02;00:25:02;0;just a joke;223;223;10
224;Ziggs;enemy;1;00:25:07;00:25:07;0;fou;224;224;10
225;Lucian;ally;1;00:25:07;00:25:07;0;why dont uu wait for leona mundo?;225;225;10
226;Dr. Mundo;ally;1;00:25:25;00:25:25;0;cause i wanted drake?;226;226;10
227;Renekton;ally;1;00:25:26;00:25:26;0;lets play since we loose;227;227;10
228;Thresh;enemy;2;00:25:33;00:25:35;0;ik had zelfs nog talisman im bad;228;229;10
230;Renekton;ally;1;00:25:36;00:25:36;0;till*;230;230;10
231;Lucian;ally;1;00:25:40;00:25:40;0;and that way youlost h this tf?;231;231;10
232;Rammus;enemy;1;00:25:50;00:25:50;0;Is that Dutch?;232;232;10
233;Lucian;ally;1;00:25:52;00:25:52;0;you have been doing that all game.start tf's or chases without the team;233;233;10
234;Jinx;enemy;1;00:25:57;00:25:57;0;uGANDA;234;234;10
235;Lucian;ally;1;00:25:57;00:25:57;0;stop doing that;235;235;10
236;Jinx;enemy;1;00:26:28;00:26:28;0;whyd u take red lol;236;236;10
237;Talon;enemy;1;00:26:35;00:26:35;0;swag;237;237;10
238;Lucian;ally;1;00:27:14;00:27:14;0;CARE TALON;238;238;10
239;Dr. Mundo;ally;1;00:27:29;00:27:29;0;lucian :D;239;239;10
240;Lucian;ally;1;00:27:33;00:27:33;0;and again;240;240;10
241;Lux;offender;1;00:27:40;00:27:40;0;this;241;241;10
242;Thresh;enemy;1;00:27:40;00:27:40;0;why do i die;242;242;10
243;Lucian;ally;1;00:27:41;00:27:41;1;you did this all game dude.thats why we loose;243;243;10
244;Thresh;enemy;1;00:27:41;00:27:41;0;always;244;244;10
245;Lux;offender;2;00:27:42;00:27:45;1;lucian go play barbie;245;246;10
247;Talon;enemy;1;00:27:53;00:27:53;0;low swag;247;247;10
248;Lucian;ally;2;00:27:54;00:28:02;0;you screwd thsi sorry now dont blame me;248;249;10
250;Lux;offender;1;00:28:07;00:28:07;0;no;250;250;10
251;Dr. Mundo;ally;1;00:28:08;00:28:08;1;na u suck lucain;251;251;10
252;Lux;offender;1;00:28:08;00:28:08;0;i blame;252;252;10
253;Lucian;ally;1;00:28:09;00:28:09;0;when you screw this;253;253;10
254;Lux;offender;1;00:28:11;00:28:11;0;you;254;254;10
255;Rammus;enemy;1;00:28:13;00:28:13;1;run ,you fools;255;255;10
256;Lucian;ally;1;00:28:19;00:28:19;0;report lux and mundo for flame pleaseÃÂ¤;256;256;10
257;Talon;enemy;1;00:28:21;00:28:21;0;risky;257;257;10
258;Lux;offender;1;00:28:27;00:28:27;0;qq;258;258;10
259;Renekton;ally;1;00:28:33;00:28:33;0;the feeders, want to report..xD;259;259;10
260;Rammus;enemy;1;00:29:13;00:29:13;0;what a shit* game;260;260;10
261;Ziggs;enemy;1;00:29:15;00:29:15;0;im playing with --- ms  oh god xD;261;261;10
262;Talon;enemy;1;00:29:31;00:29:31;0;i also have lag, young sir;262;262;10
263;Renekton;ally;1;00:29:32;00:29:32;0;without jinx rammus had lost it i think..xD;263;263;10
264;Talon;enemy;1;00:29:38;00:29:38;0;swag;264;264;10
265;Dr. Mundo;ally;1;00:30:02;00:30:02;0;gg wp;265;265;10
266;Draven;ally;1;00:01:17;00:01:17;0;brand care with bliz;266;266;100
267;Twisted Fate;enemy;1;00:05:58;00:05:58;0;re;267;267;100
268;Lulu;ally;1;00:09:35;00:09:35;0;good gank brother;268;268;100
269;Janna;offender;1;00:09:47;00:09:47;0;omg;269;269;100
270;Twisted Fate;enemy;1;00:12:28;00:12:28;0;SS BOT;270;270;100
271;Brand;ally;1;00:12:29;00:12:29;0;ty janna;271;271;100
272;Twisted Fate;enemy;2;00:12:30;00:13:52;0;DAMN ty;272;273;100
274;Yasuo;enemy;2;00:14:36;00:14:40;0;nice walking jungler try to gank too;274;275;100
276;Twisted Fate;enemy;8;00:17:08;00:18:51;0;elise .-. wake up elise noc ganked about 10 times mid i WON brand now...no 3 kills for him thanks to noc;276;283;100
284;Yasuo;enemy;1;00:19:46;00:19:46;0;elise reported pls;284;284;100
285;Draven;ally;1;00:20:59;00:20:59;0;ss;285;285;100
286;Janna;offender;1;00:22:40;00:22:40;0;JUJUJUJU;286;286;100
287;Lulu;ally;1;00:23:12;00:23:12;0;scurbz;287;287;100
288;Twisted Fate;enemy;1;00:23:20;00:23:20;0;this is luck :);288;288;100
289;Lulu;ally;1;00:23:29;00:23:29;0;yeah luck that you are alive;289;289;100
290;Twisted Fate;enemy;2;00:23:37;00:23:45;0;me? please;290;291;100
292;Vayne;enemy;1;00:28:41;00:28:41;0;nocturne on your back;292;292;100
293;Janna;offender;2;00:29:29;00:29:34;1;omg brand just uninstall lol;293;294;100
295;Brand;ally;3;00:29:50;00:30:21;0;u really did help me alot when u ganked u came and stood there when elice killed me I shall report u for assisting enemy team;295;297;100
298;Janna;offender;4;00:30:29;00:30:49;1;yes is my fault u r totally retard and uskilled 03.Aug just uninstall lol dude play another shit;298;301;100
302;Brand;ally;3;00:30:58;00:31:10;1;and janna has 3/5 and only 6 farm what a noob;302;304;100
305;Nocturne;ally;3;00:31:30;00:31:49;1;THIS DRAVEN --- did you know you can actually catch you axes draven;305;307;100
308;Janna;offender;3;00:32:33;00:32:35;0;my god brand hahahahahah flashed;308;310;100
311;Brand;ally;2;00:32:56;00:32:59;0;worth got drake;311;312;100
313;Janna;offender;3;00:33:06;00:33:19;1;hahahahahha brand u r tarded due dude your mom and dad r brothers hahahahahaha;313;315;100
316;Brand;ally;1;00:33:44;00:33:44;1;are u on any kind of drugs at the moment?;316;316;100
317;Janna;offender;2;00:35:50;00:35:54;1;well done team just leave the match;317;318;100
319;Nocturne;ally;1;00:36:01;00:36:01;0;janna muted/reported;319;319;100
320;Lulu;ally;1;00:36:11;00:36:11;0;janna muted/reported;320;320;100
321;Brand;ally;1;00:36:23;00:36:23;1;janna muted and shitted on;321;321;100
322;Janna;offender;3;00:36:33;00:36:46;0;pro premade hahahahahha u r so funny guys;322;324;100
325;Nocturne;ally;4;00:37:23;00:37:32;0;FARM MID DRAVEN GJ PLAY MORE ADC SERIOUSLY;325;328;100
329;Draven;ally;1;00:37:32;00:37:32;0;lol;329;329;100
330;Janna;offender;1;00:37:34;00:37:34;0;lulu is good;330;330;100
331;Nocturne;ally;1;00:37:34;00:37:34;0;YOU ARE SO GOOD;331;331;100
332;Janna;offender;3;00:37:36;00:37:38;0;the rest omg O M G;332;334;100
335;Nocturne;ally;1;00:37:38;00:37:38;0;muted btw;335;335;100
336;Twisted Fate;enemy;2;00:39:10;00:39:15;0;def me and vayne blitz and elise;336;337;100
338;Elise;enemy;1;00:39:30;00:39:30;0;gg;338;338;100
339;Twisted Fate;enemy;1;00:39:55;00:39:55;0;bg;339;339;100
340;Lulu;ally;1;00:39:55;00:39:55;0;gege;340;340;100
341;Brand;ally;1;00:39:56;00:39:56;0;gg;341;341;100
342;Yasuo;enemy;1;00:39:56;00:39:56;0;gg;342;342;100
343;Janna;offender;1;00:39:57;00:39:57;0;gg wp;343;343;100
10717;Varus;ally;2;00:00:21;00:00:23;0;po i had no clue that it was on haha;10717;10718;101
10719;Renekton;offender;3;00:00:34;00:00:44;0;i dn't think they invited you guys plc i expected everyone there nama tava ryan y john;10719;10721;101
10722;Varus;ally;3;00:00:45;00:00:57;0;could be 2 cos of the cross sections hahah;10722;10724;101
10725;Renekton;offender;1;00:01:02;00:01:02;0;yeh heavy;10725;10725;101
10726;Tryndamere;enemy;1;00:01:15;00:01:15;0;aa;10726;10726;101
10727;Renekton;offender;1;00:01:17;00:01:17;0;yeh yeh heavy;10727;10727;101
10728;Tryndamere;enemy;1;00:01:22;00:01:22;0;aa;10728;10728;101
10729;Nidalee;enemy;1;00:01:23;00:01:23;0;bb;10729;10729;101
10730;Tryndamere;enemy;1;00:01:33;00:01:33;0;jinx pls;10730;10730;101
10731;Yasuo;enemy;1;00:01:34;00:01:34;0;gege;10731;10731;101
10732;Renekton;offender;1;00:01:40;00:01:40;0;i had to pay 30 quid just to have a few pints man;10732;10732;101
10733;Jarvan IV;ally;1;00:01:43;00:01:43;0;i love karma supp without supp items;10733;10733;101
10734;Varus;ally;2;00:01:52;00:01:58;1;shut up jarv keep eyes on ur game;10734;10735;101
10736;Lee Sin;enemy;1;00:02:03;00:02:03;0;ty;10736;10736;101
10737;Nidalee;enemy;1;00:02:07;00:02:07;0;np;10737;10737;101
10738;Yasuo;enemy;1;00:03:47;00:03:47;0;j4 mid;10738;10738;101
10739;Renekton;offender;1;00:03:52;00:03:52;1;motherfucker;10739;10739;101
10740;Lee Sin;enemy;1;00:04:00;00:04:00;0;gj;10740;10740;101
10741;Tryndamere;enemy;1;00:04:06;00:04:06;0;u2;10741;10741;101
10742;Yasuo;enemy;1;00:04:27;00:04:27;0;every time mirrior lane -.-;10742;10742;101
10743;Jarvan IV;ally;1;00:04:31;00:04:31;0;xD;10743;10743;101
10744;Yasuo;ally;1;00:04:31;00:04:31;0;XD;10744;10744;101
10745;Nidalee;enemy;1;00:05:34;00:05:34;0;ss2;10745;10745;101
10746;Yasuo;enemy;5;00:05:38;00:05:47;1;wtf gtfo srsly 3rd gank mid get aids;10746;10750;101
10751;Jarvan IV;ally;1;00:06:03;00:06:03;1;im just learning how to gank yasuo;10751;10751;101
10752;Yasuo;enemy;4;00:06:36;00:06:43;1;ofmg get aids asap please die a painful death;10752;10755;101
10756;Varus;ally;1;00:06:52;00:06:52;1;that is aids champ pick mate;10756;10756;101
10757;Yasuo;enemy;1;00:06:56;00:06:56;0;wat;10757;10757;101
10758;Varus;ally;1;00:07:05;00:07:05;0;yas;10758;10758;101
10759;Yasuo;enemy;1;00:07:10;00:07:10;0;yas;10759;10759;101
10760;Tryndamere;enemy;1;00:08:18;00:08:18;0;ss;10760;10760;101
10761;Jinx;enemy;1;00:08:44;00:08:44;0;lee im not sure if you noticed but bot is getting raped;10761;10761;101
10762;Lee Sin;enemy;2;00:08:48;00:08:59;0;lol give me a brake;10762;10763;101
10764;Varus;ally;1;00:09:34;00:09:34;0;tried to faceblock;10764;10764;101
10765;Yasuo;enemy;3;00:09:39;00:09:41;0;gegwp surr 20 fuck;10765;10767;101
10768;Varus;ally;1;00:09:41;00:09:41;0;uff;10768;10768;101
10769;Yasuo;enemy;2;00:09:42;00:09:42;0;this ame;10769;10770;101
10771;Varus;ally;3;00:10:08;00:10:15;0;gank bot j4? are wait more? or*;10771;10773;101
10774;Yasuo;ally;2;00:10:25;00:10:57;1;ss lucker of shit;10774;10775;101
10776;Yasuo;enemy;2;00:10:58;00:11:16;1;l2p can't do shit without j4;10776;10777;101
10778;Varus;ally;2;00:12:03;00:12:05;0;fail ult :9;10778;10779;101
10780;Yasuo;enemy;2;00:12:38;00:14:21;1;open your fucking eyes nub gtfo midlane;10780;10781;101
10782;Jinx;enemy;1;00:14:28;00:14:28;0;rude;10782;10782;101
10783;Yasuo;enemy;2;00:16:09;00:16:11;1;wauw u so bad;10783;10784;101
10785;Yasuo;ally;1;00:17:02;00:17:02;0;gj;10785;10785;101
10786;Renekton;offender;1;00:18:42;00:18:42;1;go mid ffs;10786;10786;101
10787;Varus;ally;1;00:18:50;00:18:50;0;i psuh bot;10787;10787;101
10788;Karma;ally;2;00:19:29;00:19:30;1;j4 you suck;10788;10789;101
10790;Renekton;offender;1;00:20:23;00:20:23;0;ooooo;10790;10790;101
10791;Varus;ally;1;00:20:26;00:20:26;0;haha;10791;10791;101
10792;Yasuo;ally;1;00:20:27;00:20:27;0;nice ks;10792;10792;101
10793;Varus;ally;1;00:20:28;00:20:28;0;:(;10793;10793;101
10794;Yasuo;ally;1;00:20:28;00:20:28;0;:D;10794;10794;101
10795;Yasuo;enemy;2;00:20:30;00:20:32;0;QQ kill secure;10795;10796;101
10797;Lee Sin;enemy;1;00:20:33;00:20:33;0;my red tho;10797;10797;101
10798;Renekton;offender;2;00:21:05;00:21:13;0;sry man i have my e and shit;10798;10799;101
10800;Varus;ally;1;00:21:21;00:21:21;0;you got away  well;10800;10800;101
10801;Renekton;offender;1;00:21:26;00:21:26;1;and this jungler is shit anyways;10801;10801;101
10802;Varus;ally;1;00:21:26;00:21:26;0;i was deadbeat there;10802;10802;101
10803;Renekton;offender;3;00:21:34;00:21:37;0;look at our jungler pushing bot gg;10803;10805;101
10806;Varus;ally;2;00:21:41;00:21:50;0;hes bous complaining about karma hu is carring;10806;10807;101
10808;Renekton;offender;1;00:22:01;00:22:01;0;hahaha;10808;10808;101
10809;Yasuo;ally;2;00:22:37;00:22:42;0;That focus 5 man on me;10809;10810;101
10811;Varus;ally;1;00:23:27;00:23:27;0;rene;10811;10811;101
10812;Renekton;offender;1;00:23:29;00:23:29;0;damn;10812;10812;101
10813;Varus;ally;1;00:23:31;00:23:31;0;nearly;10813;10813;101
10814;Jarvan IV;ally;1;00:23:32;00:23:32;0;gg renek;10814;10814;101
10815;Renekton;offender;1;00:24:20;00:24:20;0;its a tight match;10815;10815;101
10816;Varus;ally;1;00:24:30;00:24:30;0;ye i need to stop dieing;10816;10816;101
10817;Yasuo;enemy;5;00:24:51;00:25:15;1;heal? -.- oimffgggggg yoiu suck;10817;10821;101
10822;Varus;ally;1;00:25:16;00:25:16;0;wrong way lol;10822;10822;101
